id,fund,name,slug,fund_url,sectors,website,description,stage,stage_year,founded_year,invested_year,logo_url,source_modified,ticker_symbol,acquirer,founders
24,edu-capital,makers,makers,https://www.educapitalvc.com/portfolio,Future of education,https://makers.tech,Code learning bootcamp,,,,,https://cdn.prod.website-files.com/63d0f27ecbdecd6f9b9827d1/64707c7c5fcdb6b4d0e1c5ac_Makers_V2.png,,,,
25,edu-capital,manzalab,manzalab,https://www.educapitalvc.com/portfolio,Future of work,https://www.manzalab.com,Immersive solution for training and events,,,,,https://cdn.prod.website-files.com/63d0f27ecbdecd6f9b9827d1/64707c5ba1ed9ddfeb41691b_manzalab_V2.png,,,,
26,edu-capital,mentorshow,mentorshow,https://www.educapitalvc.com/portfolio,Future of education,https://mentorshow.com,Online courses by celebrity mentors,,,,,https://cdn.prod.website-files.com/63d0f27ecbdecd6f9b9827d1/63feac087891d5c6206a4238_Mentor%20Show.png,,,,
27,edu-capital,merci-app,merci-app,https://www.educapitalvc.com/portfolio,Future of work,https://www.merci-app.com,AI-powered writing assistant,,,,,https://cdn.prod.website-files.com/63d0f27ecbdecd6f9b9827d1/6470b4d155379a10a0123595_MerciApp.png,,,,
28,edu-capital,muchbetter,muchbetter,https://www.educapitalvc.com/portfolio,Future of work,https://muchbetter.ai/fr,Customer-facing training with simulations,,,,,https://cdn.prod.website-files.com/63d0f27ecbdecd6f9b9827d1/69301d73bc977131d26f7328_Capture%20d%E2%80%99e%CC%81cran%202025-12-03%20a%CC%80%2012.21.54.png,,,,
29,edu-capital,myedspace,myedspace,https://www.educapitalvc.com/portfolio,Future of education,https://myedspace.co.uk/,1-to-Many tutoring via live sessions,,,,,https://cdn.prod.website-files.com/63d0f27ecbdecd6f9b9827d1/6682c5a1a7a6647314d95d5e_Design%20sans%20titre-2.png,,,,
30,edu-capital,nolej,nolej,https://www.educapitalvc.com/portfolio,Future of education,https://nolej.io/,AI toolbox for teachers,,,,,https://cdn.prod.website-files.com/63d0f27ecbdecd6f9b9827d1/679a1fd64f49ca437eb7b974_logo_nolej_800x800.jpg,,,,
31,edu-capital,oclock,oclock,https://www.educapitalvc.com/portfolio,Future of education,https://oclock.io,Online coding school,,,,,https://cdn.prod.website-files.com/63d0f27ecbdecd6f9b9827d1/65d728fee853114535985790_Logo%20Dark%20HD%20(1).png,,,,
32,edu-capital,powerz,powerz,https://www.educapitalvc.com/portfolio,Future of education,https://powerz.tech/fr-fr/,Fortnite for education,,,,,https://cdn.prod.website-files.com/63d0f27ecbdecd6f9b9827d1/65d72897e29da4211b5e6059_powerz_big_orange%20(1).png,,,,
33,edu-capital,preply,preply,https://www.educapitalvc.com/portfolio,Future of education,https://preply.com,Tutoring marketplace for languages,,,,,https://cdn.prod.website-files.com/63d0f27ecbdecd6f9b9827d1/65d72491c770bb14e623f96f_Preply.jpeg,,,,
34,edu-capital,simundia,simundia,https://www.educapitalvc.com/portfolio,Future of work,https://www.simundia.com,Online coaching platform,,,,,https://cdn.prod.website-files.com/63d0f27ecbdecd6f9b9827d1/647083bb6194e83c48c87314_Simundia_V2.png,,,,
35,edu-capital,web,web,https://www.educapitalvc.com/portfolio,Future of education,https://web.szl.ai/,AI tutor for students,Acquired,,,,https://cdn.prod.website-files.com/63d0f27ecbdecd6f9b9827d1/679a2518f886592359d31ca3_Capture_d_e%CC%81cran_2025-01-29_a%CC%80_13.53.44-removebg-preview.png,,,,
36,edu-capital,studentpop,studentpop,https://www.educapitalvc.com/portfolio,Future of education,https://www.studentpop.fr,Student jobbing platform,,,,,https://cdn.prod.website-files.com/63d0f27ecbdecd6f9b9827d1/65d724d2072bac061e707b01_student%20pop%20logo.jpeg,,,,
37,edu-capital,supermood,supermood,https://www.educapitalvc.com/portfolio,Future of work,https://www.supermood.com,Employee engagement platform,Acquired,,,,https://cdn.prod.website-files.com/63d0f27ecbdecd6f9b9827d1/64708397b5326f5dbab5ee4e_Supermood_V2.png,,,,
38,edu-capital,tomorrow,tomorrow,https://www.educapitalvc.com/portfolio,Future of education,https://www.tomorrow.university,Online University,,,,,https://cdn.prod.website-files.com/63d0f27ecbdecd6f9b9827d1/6470851e7d120de0b9f3b70d_Tomorrow%20University.png,,,,
39,edu-capital,vocal,vocal,https://www.educapitalvc.com/portfolio,Future of education,https://apps.apple.com/fr/app/vocal-image-coach-vocal-ia/id1535324205,Mobile AI coach for communication,,,,,https://cdn.prod.website-files.com/63d0f27ecbdecd6f9b9827d1/6940021ecbd37d3b81d356db_Capture%20d%E2%80%99e%CC%81cran%202025-12-15%20a%CC%80%2013.40.51.png,,,,
40,edu-capital,wecandoo,wecandoo,https://www.educapitalvc.com/portfolio,Future of education,https://wecandoo.fr,Marketplace for craftship workshops,,,,,https://cdn.prod.website-files.com/63d0f27ecbdecd6f9b9827d1/6470837b6194e83c48c83a07_WeCanDoo_V2.png,,,,
41,edu-capital,zestmeup,zestmeup,https://www.educapitalvc.com/portfolio,Future of work,https://zestmeup.com/,Employee engagement platform,,,,,https://cdn.prod.website-files.com/63d0f27ecbdecd6f9b9827d1/693019a11c5c58a97ee34750_Capture%20d%E2%80%99e%CC%81cran%202025-12-03%20a%CC%80%2012.05.45.png,,,,
