id,fund,name,slug,fund_url,sectors,website,description,stage,stage_year,founded_year,invested_year,logo_url,source_modified,ticker_symbol,acquirer,founders
11,y-combinator,Frizzle,frizzle,https://www.ycombinator.com/companies/frizzle,Education,https://www.frizzle.com,"Frizzle uses AI to grade handwritten math assignments for teachers and transform them into rich analytics and differentiated assessment to help personalize instruction for every student. Teachers spend over 10 hours a week or 25% of all their work grading - Frizzle does it in minutes. Frizzle is the most valuable piece of software for teachers ever, as it eliminates the most time-consuming part of their workflow so they can focus on teaching.

Frizzle shifts education from waterfall to agile learning. Instead of waiting for end-of-unit tests to discover gaps, teachers get continuous, real-time insight into student thinking from everyday work. Feedback becomes immediate, instruction adapts weekly, and learning iterates (measure, adjust, improve) so every student progresses faster with less teacher burnout.

Frizzle was named an official White House AI Education Partner alongside OpenAI and Meta: https://www.whitehouse.gov/edai/.

Frizzle was co-founded by Abhay Gupta and Shyam Sai, who met in high school over 10 years ago.
",Early,,,2025,https://bookface-images.s3.amazonaws.com/small_logos/3daf2d29bc3da3d9f526ade87b3daa93b0d6a6cd.png,,,,
12,y-combinator,Tegore,tegore,https://www.ycombinator.com/companies/tegore,Education,https://tegore.ai/,"Tegore follows K-12 school curriculum to design courses like Algebra I & Algebra II. In addition to working with high schools in the Bay Area to design the best in-classroom experiences, Tegore is developing the corresponding consumer product, a Duolingo for Math.

Each lesson in Tegore follows a lesson plan (e.g. Polynomial Long Division), and the content is delivered with voice / interactive visuals, and checks students' understanding by using dialectic teaching.",Early,,,2025,https://bookface-images.s3.amazonaws.com/small_logos/d196de4608bb9b987f4f42bb705af43c038b6069.png,,,,
13,y-combinator,Chiron,chiron,https://www.ycombinator.com/companies/chiron,Education,https://projectchiron.org,"Chiron is an iPad app that understands math as it’s written - like Grammarly for algebra. We’re both Oxford math grads, have tutored for a decade, and we’re creating the future of learning which will be entirely 1-on-1.",Early,,,2025,https://bookface-images.s3.amazonaws.com/small_logos/413bccd180b2d3b183e43292dcbda31f7c7beaf3.png,,,,
14,y-combinator,Units,units,https://www.ycombinator.com/companies/units,Education,https://units.school,"Units lets ambitious students graduate high school in 4 months instead of 4 years with real accredited diploma credits, plus a portfolio of real-world work, not just a transcript.

We're rebuilding school for a post-AGI world.",Early,,,2025,https://bookface-images.s3.amazonaws.com/small_logos/6cf4b48f0d6277a46b6938b7cc1d145878182dc6.png,,,,
15,y-combinator,YouLearn,youlearn,https://www.ycombinator.com/companies/youlearn,Education,https://www.youlearn.ai/,"YouLearn is an AI tutor for college students. It turns your learning materials into concise notes, an AI tutor you can talk to, and personalized tests.",Early,,,2025,https://bookface-images.s3.amazonaws.com/small_logos/6853a397a8c949c1f81a95e63684f2b530461ce0.png,,,,
16,y-combinator,Miyagi Labs,miyagi-labs,https://www.ycombinator.com/companies/miyagi-labs,Education,https://miyagilabs.ai,"Miyagi Labs is an AI-powered exam prep platform that helps students ace tests like the SAT and ACT through our AI tutor, personalized study plans, thousands of practice questions, and realistic practice exams.

We’re building the platform we wish we had when studying for exams. No more running out of practice questions. Track your progress as your rating in different exam categories increases, and know exactly what you need to practice most.

We envision a world where students anywhere can come to Miyagi to ace their exams and receive personalized, world-class AI tutoring designed to unlock their full potential.",Early,,,2025,https://bookface-images.s3.amazonaws.com/small_logos/e5465f36b202134eec8628c9e4cf35661e125dbd.png,,,,
17,y-combinator,Scout,scout-4,https://www.ycombinator.com/companies/scout-4,Education,https://scoutforschools.com/,"The student information system (SIS) is the core system of record in every K-12 school. It tracks students, attendance, grades, schedules, staff, and more - kind of like the ERP for schools.

Legacy SIS providers do just about that, and not much more. School districts layer dozens of tools on top of their SIS to fill in the gaps.

Scout is an AI-powered student information system that automates school- and district-wide busywork, from day-to-day operations like attendance tracking to annual compliance reports. Our mission is to help school districts run like high-performing organizations, enabling them to provide high-quality, personalized instruction to every student.",Early,,,2025,https://bookface-images.s3.amazonaws.com/small_logos/e9b6cad93f23ac155f617f2d95c1556389ee69e1.png,,,,
18,y-combinator,Alice.tech,alice-tech,https://www.ycombinator.com/companies/alice-tech,Education,https://www.alice.tech/,"Alice turns generic course materials into personalized learning and exam prep using AI. We’re Duolingo  for exams, and more than 10k college students have already used Alice.

Kim, the CEO, is a domain expert in education with more than 10+ years of university teaching experience. He is also technical by background.

MRR is $20k, growing +10% week-over-week the last 8 weeks

Alice's core market opportunity is +$10b, with the global education market being almost $10trillion. As AI starts to disrupt education, Alice will use in-built network effects and virality in its product to create a global winner.

Go Alice. Thank you!",Early,,,2025,https://bookface-images.s3.amazonaws.com/small_logos/d58e9c6646fcf2c8783dc4e02f6ae0189039d29d.png,,,,
19,y-combinator,Excellence Learning,excellence-learning,https://www.ycombinator.com/companies/excellence-learning,Education,https://excellence-ai.com/,"Excellence an after-school maths and science program. We replace/supplement private tutoring and long-term study programs such as Kumon (over 30B TAM). US Parents are our primary customers.

Our web and iPad software serves both ambitious and struggling students. As we believe each student is unique, we adapt our high quality courses and exercises to their knowledge and learning style in a very granular way. To facilitate learning, they get detailed text, voice and graphical explanations, can craft study plans, revise and memorize, and received human mentorship if needed. We believe LLMs have made edtech interesting, as technology now allows us to replicate a tutoring learning experience.

In addition, we offer a program with daily courses and exercises, detailed feedback on their worksheets and more (super Kumon).

Finally we sell the AI tutoring and exercise databases to schools in a B2B and B2B2C model and already work for the most prestigious institutions in France (Ecole polytechnique, college Stanislas...).

We're a passionate team of ex-quants, mathematicians and physics champions devoted to improving science education.",Early,,,2025,https://bookface-images.s3.amazonaws.com/small_logos/1e153fb91aba9399d441f6364476829f360fb0a5.png,,,,
20,y-combinator,Edexia,edexia,https://www.ycombinator.com/companies/edexia,Education,https://www.edexia.com/,"Edexia is an AI Teacher Assistant for grading essays. It can be trained and controlled by the teacher and can grade assignments from any curriculum, year level, subject, or format.

Learning like a teacher, Edexia visually breaks down its understanding of the rubric, and updates this as a teacher corrects it.

Our vision is to transform education by facilitating AI’s safe and effective integration across all institutions and applications. Not using AI to replace teachers but rather to empower them—providing them with all the time and resources they need to develop their students.",Early,,,2025,https://bookface-images.s3.amazonaws.com/small_logos/6c47809acef827e8266fe22b15646d39f5911391.png,,,,
21,y-combinator,RevisionDojo,revisiondojo,https://www.ycombinator.com/companies/revisiondojo,Education,https://revisiondojo.com,"RevisionDojo is building the AI study platform students actually obsess over.

Our platform houses pre-loaded question sets, study notes, mini-lessons guided by an AI tutor that adapts to each student individually.",Early,,,2024,https://bookface-images.s3.amazonaws.com/small_logos/e3508262b2401395fb981c03f68cc9b682b00207.png,,,,
22,y-combinator,Educato,educato,https://www.ycombinator.com/companies/educato,Education,https://www.educato.com/,"Educato builds exam prep platforms worldwide using AI.

Online exam prep has existed for decades, yet the big players all target the same top 10 exams in the US. The reality is that most exams around the world still have little to no quality online prep material, including many taken by hundreds of thousands of students each year. Educato uses AI to generate high-quality prep content for these exams. LLMs allow us to target the profitable fat middle in the distribution of exams, historically overlooked by education companies.",Early,,,2024,https://bookface-images.s3.amazonaws.com/small_logos/959f8b12f65c728c10162e5fc682b6a3dae63f4f.png,,,,
23,y-combinator,Mathos,mathos,https://www.ycombinator.com/companies/mathos,Education,https://info.mathos.ai/,"Mathos AI (Formerly MathGPTPro) is the leading AI math solver that enables academic performance and productivity of both students and teachers. It has empowered over 1M students from over 200 countries in the past year, which turns the previously mission-impossible personalized learning into real. Our advanced math AI model achieves roughly 20% higher accuracy in mathematical and quantitative problem-solving capabilities then GPT4o.

As we move forward, we will tackle the hardest problems in the educational sector, personalization, adaptive learning, and shortages of teachers, with our trial runs in schools. By automating grading, providing insightful analytics, and generating adaptive assignments, our model empowers teachers to understand what their students need and what should be provided accordingly.
",Early,,,2024,https://bookface-images.s3.amazonaws.com/small_logos/f3f536ef35f5c7ee64be3f52c50f6a3f42790fd2.png,,,,
24,y-combinator,Shepherd,shepherd-2,https://www.ycombinator.com/companies/shepherd-2,Education,https://www.shepherd.study,"Shepherd is a Learning assistant for schools to provide to their students. Shepherd seamlessly combines AI-enabled self-study, affordable tutoring, peer collaboration, and analytics for a personalized learning experience that is both efficient and effective. ",Early,,,2024,https://bookface-images.s3.amazonaws.com/small_logos/8408a86c942db7875be46678809efb7e8c81bb1d.png,,,,
25,y-combinator,Deep24,deep24,https://www.ycombinator.com/companies/deep24,Education,https://deep24.com,"Deep24 is a coach that syncs with all your data source, understanding you and then coming up with plans to improve your life. ",Early,,,2024,https://bookface-images.s3.amazonaws.com/small_logos/0586276952946e7eb368770c1670669a2ac319d6.png,,,,
26,y-combinator,MathDash,mathdash,https://www.ycombinator.com/companies/mathdash,Education,https://mathdash.com,MathDash is an online math education platform that gets students addicted to working through textbooks and seeing their improvement.,Early,,,2024,https://bookface-images.s3.amazonaws.com/small_logos/6ec49a1c12b0b025bec7371a71c990514b23fe37.png,,,,
27,y-combinator,Flint,flint-2,https://www.ycombinator.com/companies/flint-2,Education,http://flintk12.com/,"Flint is an AI-powered personalized learning platform for K-12 schools, helping teachers deliver individualized instruction at scale. Trusted by 500,000+ educators and students, Flint has powered learning activities that increase student engagement, academic performance, and collaboration.

Through AI-driven tutoring, real-time feedback, and interactive learning experiences, Flint enables every student to receive personalized support without adding to teacher workload.

With AI-native student analytics, educators gain full visibility into student progress, strengths, and areas for improvement, while saving time on grading, lesson planning, and differentiation. Students receive a 24/7 AI tutor that adapts to their level without giving away answers, supporting deeper understanding and independent thinking.

For schools and districts, Flint provides robust AI guardrails, including customizable moderation, grade-level controls, and full transparency into student usage, ensuring safe and responsible AI adoption.",Growth,,,2023,https://bookface-images.s3.amazonaws.com/small_logos/d1d23e86e87d65a7410c416cf73e10dd2adf94c8.png,,,,
28,y-combinator,Studdy,studdy,https://www.ycombinator.com/companies/studdy,Education,https://www.studdy.ai/,"At Studdy, our mission is to unlock the full potential of the next generation by providing a personalized AI tutor for every student.

Studdy Buddy is a multilingual tutor that uses AI, as well as advanced speech, text, and image recognition technology to supercharge students' ability to learn new subjects.

We believe that making self-learning as easy as possible for as many students as possible (no matter their cultural, social, or educational background) is the key to unlocking the full potential of students around the world.

We're a passionate team of AI experts, educators, and builders - if you also have a passion for transforming education we'd love to hear from you.

Shoot us a message at team@studdy.ai!",Early,,,2023,https://bookface-images.s3.amazonaws.com/small_logos/7c393d498133fcae007a35fc93ee607796fdb687.png,,,,
29,y-combinator,Ora AI,ora-ai,https://www.ycombinator.com/companies/ora-ai,Education,http://oraai.com/,"Ora is an AI-native education platform that students love. We're starting with medical school, training students from matriculation to MD. Soon, we'll serve every corner of the $830B higher education market.",Early,,,2023,https://bookface-images.s3.amazonaws.com/small_logos/e986c79fdf04d121008f6f06d79ac622e40609d2.png,,,,
30,y-combinator,Epsilon,epsilon,https://www.ycombinator.com/companies/epsilon,Education,https://www.epsilon-ai.com,Get answers to research questions with citations from the academic literature.,Early,,,2023,https://bookface-images.s3.amazonaws.com/small_logos/e47843584052deeed1fa6de8329bc470a1152265.png,,,,
31,y-combinator,Univerbal,univerbal,https://www.ycombinator.com/companies/univerbal,Education,https://univerbal.app,"Univerbal is an AI-powered language learning app that helps people boost their confidence simply by talking. In unscripted and dynamic conversations, users can talk about anything they’d like using the microphone, with the AI responding as it adapts to their level and skills. Each user gets a personal AI Language Tutor that creates a custom learning plan based on the language goals they’d like to work towards and their own interests, offers instant corrections after every message and helps users in their own language.
Based in the country with 4 official languages, Switzerland, in 2024 we were selected as one of WIRED’s Hottest 100 Startups in Europe.",Early,,,2023,https://bookface-images.s3.amazonaws.com/small_logos/8278fad06fd1b1d1ed9d47f63aa549adf1a8fece.png,,,,
32,y-combinator,SuperKalam,superkalam,https://www.ycombinator.com/companies/superkalam,Education,https://superkalam.com,"Every student deserve personal attention. With AI, we can infinitely scale personalised learning experience at scale to every student. That's what we are building at SuperKalam.

",Early,,,2023,https://bookface-images.s3.amazonaws.com/small_logos/3e158289890d2edaade7efd0948c8b53b8775a93.png,,,,
33,y-combinator,Darsel,darsel,https://www.ycombinator.com/companies/darsel,Education,http://darsel.tech,"Darsel is a AI-powered math education chatbot which is designed to supplement K12 education systems in resource-constrained environments. Darsel allows students to practice math questions & do their homework through platforms like SMS, WhatsApp and Facebook Messenger. ",Early,,,2022,https://bookface-images.s3.amazonaws.com/small_logos/1bc8aa39041de1cdf83cc466623d5103819b682c.png,,,,
34,y-combinator,Avocademy,avocademy,https://www.ycombinator.com/companies/avocademy,Education,http://www.Avocademy.com,"Avocademy was born from a need for more diverse designers. Current design programs are expensive and not accessible. We make it accessible for anyone to break into the field and change careers. Our students are 75% women, 65% BIPOC, & 33% LGBTQ+.",Early,,,2022,https://bookface-images.s3.amazonaws.com/small_logos/57aefc584f7f4944cbbe60c3009c19b91da65eb1.png,,,,
35,y-combinator,Lingt,lingt,https://www.ycombinator.com/companies/lingt,Education,https://www.lingt.com/,Lingt empowers teachers to speak more with their students. Create and manage online speaking assignments for use in the classroom.,Early,,,2009,/company/thumb/missing.png,,,,
36,y-combinator,Toko,toko,https://www.ycombinator.com/companies/toko,Education,https://tokotutor.com/,"Toko helps English learners in East Asia achieve speaking fluency. Through our mobile app, learners engage in short, realistic conversations with an AI and receive feedback on their grammar.

With over 500 topics, learners can practice real-world scenarios ranging from small talk to workplace discussions. Toko offers a low-pressure environment to help learners build up their confidence.

We make language fluency accessible to everyone - not just those with the means to meet 1:1 with a tutor.

In Taiwan (our first market), Toko is ranked top 3 in the App Store for Education!",Early,,,2022,https://bookface-images.s3.amazonaws.com/small_logos/27e4f86a5dfe2f9b052160388e2aeeacf844e019.png,,,,
37,y-combinator,MySivi,mysivi,https://www.ycombinator.com/companies/mysivi,Education,https://www.mysivi.ai/,"MySivi is an AI-powered English learning app.

Learn English Speaking The Fastest Way (AI + Human) 😀
Practicing with AI English Tutor and Human is the fastest way to learn to speak. Try now to feel the change within a week.",Early,,,2022,https://bookface-images.s3.amazonaws.com/small_logos/0d0608c9504f2b85980b6db17c332126c43441a4.png,,,,
38,y-combinator,Koala,koala,https://www.ycombinator.com/companies/koala,Education,https://www.teachwithkoala.com,"PROBLEM 😩

Zoom is great for adults, not ideal to engage an 8 year old online.

SOLUTION 🔥

Koala Go, the award-winning interactive platform for online teaching businesses.

Learn more at https://teachwithkoala.com/",Early,,,2022,https://bookface-images.s3.amazonaws.com/small_logos/b5d5c67d898170e24a0111b4d2de9a5cffb5ca25.png,,,,
39,y-combinator,Emerge Career,emerge-career,https://www.ycombinator.com/companies/emerge-career,Education,https://www.emergecareer.com/,Vocational training programs and workforce management software for government agencies looking to create high-paying jobs and up-skill their low-income and justice-involved citizens out of poverty.,Early,,,2022,https://bookface-images.s3.amazonaws.com/small_logos/9e401a97dde3f7f88aeada95e5e8968168ae0390.png,,,,
40,y-combinator,Careerist,careerist,https://www.ycombinator.com/companies/careerist,Education,http://careerist.com/,"Careerist is an ed-fintech platform that trains job seekers for tech careers (in QA, Sales, Support & more), finances them and automates their job hunting. Our B2B2C platform aggregates job seekers, tutors and employers – streamlining training and placement.

Techcrunch: ""Edtech meets SaaS in Careerist’s job placement learning platform. The startup trains job seekers through live and self-paced training taught by third-party tutors. The adaptive learning software is meant to help candidates prep for tech interviews. Once a candidate is well equipped, Careerist uses automation to help them apply for jobs.""",Growth,,,2021,https://bookface-images.s3.amazonaws.com/small_logos/639a74b99945fd44c299d69ed80b3245dcd6d7d2.png,,,,
41,y-combinator,Stepful,stepful,https://www.ycombinator.com/companies/stepful,Education,https://www.stepful.com,"Stepful trains people with a high school education in 4 months and places them into healthcare jobs. Healthcare is the fastest growing industry in the US accounting for 40% of all jobs added including medical assistants, nursing assistants, and phlebotomists.",Growth,,,2021,https://bookface-images.s3.amazonaws.com/small_logos/c0728d93169a360b05d77534d03fed918d3868a4.png,,,,
42,y-combinator,Pandai,pandai,https://www.ycombinator.com/companies/pandai,Education,https://www.pandai.org,"💡 What is Pandai?

Pandai is an app that helps students get better grades in school.

Pandai provides gamified quizzes aligned to a specific school curriculum, from which students can learn, practice, get feedback, and diagnose their weaknesses.

🔥 Why do we build this?

In Southeast Asia, the education system is competitive and exam-oriented.

There is a huge demand for interventions (tutors, workbooks, and extra classes) to help students perform better in school. Pandai fills the demand with a solution that is better than the alternatives.

👨‍🏫 Who We Are

The three founders are based in Malaysia and have known each other since high school, 23 years ago.

After we graduated (from MIT & other US colleges), we started our first education company in 2007, focusing on coaching school students in STEM subjects.

We worked closely with students (many of them from underprivileged backgrounds) and saw firsthand the impact we’ve had on them.

We then realized that with technology, we could reach more students and bring more impact. Hence, we released Pandai in 2020.

🚀 Present & Future

Currently, we have launched in our home ground Malaysia in 2020.

So far, 280,000 students have completed 83 million questions on Pandai, and 92% of users have seen some improvement in their academic performance.

We plan to expand to Southeast Asia and other emerging markets, a market of 100M+ school students. Pandai is designed to be scalable, and our content (also available in English) can be mapped to other curricula from other countries. ",Early,,,2021,https://bookface-images.s3.amazonaws.com/small_logos/c207a301c4b691e3442cd4f0f0e317b08fdb8c94.png,,,,
43,y-combinator,Novatr,novatr,https://www.ycombinator.com/companies/novatr,Education,https://www.novatr.com,"Novatr (YC S21) offers online cohort-based courses for architects, engineers and designers in the AEC industry to advance their professional growth. We serve learners from 45+ countries including India, MENA, USA, Europe, and SEA. Our courses are delivered by professionals from global firms like Autodesk, BIG, Google, UNStudio, AECOM, and graduates are placed at top-tier architecture firms, construction companies and real estate companies.

Project-based learning and peer-to-peer interaction in cohort makes learning enriching and increases the completion rates to 84%. Learners work in groups of 2-6 on live projects and create significant outputs from scratch.

The company is led by alumni of SPA Delhi and IIT Madras.",Growth,,,2021,https://bookface-images.s3.amazonaws.com/small_logos/1179f00a3ef3a6f09115a94a3727c10f972e55a4.png,,,,
44,y-combinator,Filadd,filadd,https://www.ycombinator.com/companies/filadd,Education,https://courses.filadd.com/,"We provide premium, personalized courses for college entrance exams (like Chile’s PAES and Brazil’s ENEM) combining engaging video lessons, live tutoring, AI-powered study plans, and downloadable resources.
Today we serve over 25,000 students annually across Chile, Brazil, Argentina, and Colombia, with a 90% YoY growth and industry-leading margins.",Early,,,2021,https://bookface-images.s3.amazonaws.com/small_logos/0de09f1797d2255295571d9c8eaf0a9c8e1700d5.png,,,,
45,y-combinator,Litnerd,litnerd,https://www.ycombinator.com/companies/litnerd,Education,https://litnerd.com/,"Litnerd is a kids reading + writing club app that grew by 14x this past school year. Think of us as a modern-day Scholastic, with a heavy IP play. We create original IP with our community + partner brands -> turn them into books, media and learning curriculum, layered with an AI personalized tutor to help kids learn to read and write in a personalized and engaging way.

Our product format is a Social and Gamified - with a live weekly community meetup and monthly e-tournaments.

- And it works! Litnerd 4x improved the pass rate of students on their annual state Reading (ELA) exam.
- STICKY: Kids spend 10-20 minutes on the Litnerd app OUTSIDE of classroom time.
- KID AUTHORS: Kids are the authors of the books and Litnerd AI helps illustrate + publish the book.
- Built on the Science of Reading
- Original IP: all books, media and courseware is original content created and published by Litnerd.",Early,,,2021,https://bookface-images.s3.amazonaws.com/small_logos/4be81c45a4c22ebb279bdcb6a14289982bd868bd.png,,,,
46,y-combinator,Spark Studio,spark-studio,https://www.ycombinator.com/companies/spark-studio,Education,https://sparkstudio.co,"Meet Sparky, a fun and quirky AI buddy in the avatar of a friendly fox who kids can just speak with to build fluency and confidence with English speaking.
Powered by Generative AI, and made magical with child-appropriate experience, features and topics, Sparky brings a whole world of knowledge and a judgement-free environment for kids to become comfortable with speaking English.

142 countries (outside English dominant countries) mandate English learning as part of the national education policy. These kids have exposure to English but feel underconfident and embarrassed to speak. The biggest problem across the classes and books they get, is the lack of real conversational practice. With AI, we're making this affordable accessible and enjoyable for kids across the world.

We're a passionate team of educators with over 30 years of combined experience in building education products for kids and have held leadership positions are India's biggest education companies - Byju's and LEAD. ",Early,,,2021,https://bookface-images.s3.amazonaws.com/small_logos/a44566f08ee9e969d5aadd81be190b2c075468d9.png,,,,
47,y-combinator,KaiPod Learning,kaipod-learning,https://www.ycombinator.com/companies/kaipod-learning,Education,http://www.kaipodlearning.com,"KaiPod Learning is a national network of microschools bringing school choice to every community in America. We work with education entrepreneurs to start high-quality microschools to better serve students and their families.

As more families stand up for choice in education and as more educators look for alternative career pathways, KaiPod Learning is helping bring microschools into the mainstream.",Early,,,2021,https://bookface-images.s3.amazonaws.com/small_logos/28860fcff17e55e8b541e927d50fb68f63ca9d5a.png,,,,
